cohort,ready_grad,absences,enrollments,expulsions,suspensions,read,math,school_read,school_math
2011,not_ready,0,2,0,0,0.713273303692034,1.0646036143427575,0.3521656329082266,0.2701715842016475
2011,ready,2,1,0,0,0.6897980628615868,0.6934609673078942,0.30769873236057144,0.4792563098228676
2011,not_ready,6,2,0,1,-0.5242377266983215,-0.9077748304271681,0.08563327341509865,0.2878218470333605
2011,not_ready,7,1,0,1,0.5487073940421846,-0.142571258095687,-0.1676112457422128,-0.3514869383747127
2011,ready,5,2,0,1,0.15955111572935046,0.28584141990834416,0.16243208513697024,0.21274254266101048
2011,not_ready,1,1,0,0,-0.2664588473077227,0.4416067132325699,0.5887978718113887,0.7026814220840578
2011,not_ready,5,1,0,0,-1.0927255613473754,-0.7891941419984927,0.09750759728634018,0.017467528166190488
2011,not_ready,9,1,0,0,-2.9018967765274066,-2.204416107073198,0.4323956486490804,0.41292302012212617
2011,ready,11,2,0,0,0.12148684547905868,0.15719551841488885,0.5444074734280286,0.5198670228029019
2011,not_ready,8,1,0,0,-0.2487182152040288,-0.6512378600987445,-0.4249601580539878,-0.27115025793655995
2011,not_ready,8,1,0,0,-0.5796560596311273,-0.023456723953334188,-0.23385491111871887,-0.1383838009273573
2011,not_ready,9,1,0,0,-1.3265934931238546,-0.4657819539885083,-0.21389250921093825,-0.22309702074697127
2011,ready,29,2,0,10,1.7395392496878113,2.4945462272232013,-0.038074734487056686,0.15292244271758706
2011,not_ready,3,1,0,0,-0.7237955662641015,0.031127246533800952,-0.114578950590054,-0.04184138059481146
2011,not_ready,23,1,0,0,1.145056436245945,0.8593739932728028,0.5260547531954061,0.31850815830007656
2011,ready,0,1,0,0,1.0261341631067205,1.992012051942148,0.6240573718583023,0.6195114440616044
2011,not_ready,12,1,0,0,-0.33249248785707497,0.4668678222712727,0.269732967462394,0.29903345329003383
2011,not_ready,9,1,0,1,-1.0956809384669481,-0.7766316623131637,-0.09604375357925816,-0.22143917793450418
2011,not_ready,4,1,0,0,-0.24165317414937149,0.11103370639322578,0.0685313930418163,0.15984258640133964
2011,ready,0,1,0,0,0.6131771393039838,1.3395487978977378,0.02188718845639337,-0.15845232391197622
2011,ready,16,1,0,2,-0.0073344452392935374,0.5263326280296831,-0.6095724185314491,-0.45742971248601605
2011,not_ready,9,1,0,0,-0.4156010010288672,-0.7678907779121107,0.605432970286366,0.3505880665617978
2011,not_ready,2,2,0,0,-0.784523061222851,-0.4603489511050585,-0.6472968095874098,-0.5685182780172239
2011,not_ready,14,1,0,0,-0.5778344621876358,-1.4965560748740379,0.2167767021119288,0.4017488730969505
2011,not_ready,1,1,0,0,0.6343932183599905,0.4420731283143666,0.02188718845639337,-0.15845232391197622
2011,ready,2,1,0,0,1.3206333681906002,0.8625089912249511,0.059700875210759445,-0.055286747439649224
2011,not_ready,20,2,0,0,-0.2638145220868006,0.11601043481287376,-0.28130555549899317,-0.23496724418497036
2011,not_ready,12,1,0,0,-0.022431103848264498,-1.079047547325744,0.605432970286366,0.3505880665617978
2011,not_ready,6,2,0,0,-0.0770823836548349,-0.9293295934207523,0.17205640769141015,0.08761419210905666
2011,not_ready,3,1,0,8,0.23010691631480196,-0.47624759283667145,0.08563327341509865,0.2878218470333605
2011,not_ready,11,1,0,0,-0.6610480817838111,-0.4489348657747935,-0.1751221872120003,-0.16674889600166687
2011,not_ready,3,1,0,0,0.15853923854791194,0.5132881744077525,0.40099843938987273,0.34713648772990113
2011,ready,3,1,0,0,0.7928805650515214,1.196402811963676,0.2624472727645933,0.07896277173212406
2011,ready,16,1,0,0,0.0965410505680589,0.22949397583594927,0.0685313930418163,0.15984258640133964
2011,not_ready,7,1,0,0,-0.11340563534995278,-0.21550150874636056,0.3368843453061872,0.41264820055033596
2011,not_ready,0,1,0,0,0.032313954426353896,0.16857679994335906,0.269732967462394,0.29903345329003383
2011,not_ready,4,1,0,0,-1.1596401143506692,-0.6560321341460975,-0.09503292694876228,-0.00721217640731972
2011,not_ready,0,1,0,0,0.038239307698921345,0.20376444643143055,0.3754663499719326,0.23863486120373933
2011,not_ready,14,1,0,0,-0.7014782104148382,-0.4692275445928827,0.3905522561007896,0.25350877341798356
2011,not_ready,1,1,0,2,-1.391391872020429,-0.03262969880140402,-0.006114668601876927,0.5125335762924591
2011,ready,11,2,0,0,0.8027877954521163,0.6828192173013558,0.7328407358497512,0.7086515871323281
2011,not_ready,14,1,0,0,-5.07307215289932,-1.3139834560293056,-0.9138118420549324,-0.5832213991427023
2011,not_ready,9,1,0,0,-0.9106533549622091,-2.209254113792065,-0.16191671423067003,-0.037917783737974456
2011,not_ready,1,1,0,0,-1.1616424201277706,-0.2537726314881366,0.09048548387166577,-0.02294008954155137
2011,not_ready,1,1,0,0,-2.2682815652138335,-1.5264952144939214,-0.684140919474654,-0.6222845898883648
2011,not_ready,15,2,0,1,-0.18797581366377483,-0.030467527959776856,0.3287583566184432,0.10822399317406599
2011,not_ready,11,1,0,0,0.2500586291872948,-0.5083556459113441,-0.35314766137235276,-0.12180992831325829
2011,ready,2,1,0,0,0.6828538419815714,0.44855951094911495,0.05114382565349063,0.03418844172828176
2011,not_ready,0,1,0,0,-0.5983984047305644,-0.3816420586244603,-0.28263453011623596,-0.1597652568723124
2011,not_ready,4,1,0,0,-0.3357650358052866,0.2226051587021051,0.09779496995472947,0.15550192247876132
2011,not_ready,2,1,0,0,0.23751471499520677,0.23136076575151782,0.4647868004721217,0.6528963507005838
